id,issue_d,period,original_grade,sub_grade,term,loan_amnt,int_rate,y_true,allocation_fraction,funded_exposure,portfolio_weight,pd_point,pd_high_alpha01,effective_pd_alpha01,miscovered_alpha01
148025050,2019-02-01,2019H1,D,D2,36,2000.0,20.0,0.0,1.0,2000.0,0.002,0.06518058690744921,0.14913556660127442,0.10296032776967055,False
159607393,2019-10-01,2019H2,D,D1,36,1825.0,18.62,0.0,1.0,1825.0,0.001825,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
148895799,2019-03-01,2019H1,D,D5,36,1800.0,28.8,0.0,1.0,1800.0,0.0018,0.1445276673800061,1.0,0.5294902170590033,False
132331246,2018-04-01,2018H1,C,C2,36,1800.0,13.58,0.0,1.0,1800.0,0.0018,0.04951033732317737,0.12329143427002187,0.08271183094925741,False
156655160,2019-08-01,2019H2,C,C4,36,1800.0,16.95,0.0,1.0,1800.0,0.0018,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
137959011,2018-08-01,2018H2,D,D5,36,1800.0,22.35,0.0,1.0,1800.0,0.0018,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
139282259,2018-08-01,2018H2,C,C3,36,1650.0,15.02,0.0,1.0,1650.0,0.00165,0.07884275618374559,0.17050094073610828,0.12008893923230879,False
151839013,2019-05-01,2019H1,D,D5,36,1600.0,28.8,0.0,1.0,1600.0,0.0016,0.1701669822688931,0.914757744630724,0.505232825331717,False
154722969,2019-07-01,2019H2,D,D5,36,1600.0,28.8,0.0,1.0,1600.0,0.0016,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
154756272,2019-07-01,2019H2,C,C5,36,1600.0,17.74,0.0,1.0,1600.0,0.0016,0.0794569394650641,0.17144075849778198,0.12084965802978714,False
144322662,2018-11-01,2018H2,C,C4,36,1600.0,16.14,0.0,1.0,1600.0,0.0016,0.08220889555222388,0.17563210762345738,0.12424934098427895,False
141665611,2018-10-01,2018H2,C,C3,36,1600.0,15.02,0.0,1.0,1600.0,0.0016,0.05439739413680782,0.1315351223444315,0.08910937183023847,False
142000768,2018-10-01,2018H2,C,C5,36,1600.0,16.91,0.0,1.0,1600.0,0.0016,0.07978075517661389,0.171935604519602,0.12125043738095853,False
154615251,2019-07-01,2019H2,C,C2,36,1600.0,15.24,0.0,1.0,1600.0,0.0016,0.07293381626605203,0.16137271081812876,0.11273131881448656,False
155967882,2019-08-01,2019H2,D,D1,36,1600.0,17.97,0.0,1.0,1600.0,0.0016,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
163978066,2019-12-01,2019H2,C,C4,36,1600.0,16.95,0.0,1.0,1600.0,0.0016,0.07978075517661389,0.171935604519602,0.12125043738095853,False
146930237,2019-01-01,2019H1,D,D2,36,1500.0,18.94,0.0,1.0,1500.0,0.0015,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
145631603,2018-12-01,2018H2,D,D1,36,1500.0,17.97,0.0,1.0,1500.0,0.0015,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
153054341,2019-06-01,2019H1,D,D2,36,1500.0,20.0,0.0,1.0,1500.0,0.0015,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
145461444,2018-12-01,2018H2,C,C5,36,1500.0,16.91,0.0,1.0,1500.0,0.0015,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
139851156,2018-09-01,2018H2,F,F2,36,1500.0,29.69,0.0,1.0,1500.0,0.0015,0.1494508062631456,1.0,0.5321979434447301,False
154174938,2019-07-01,2019H2,D,D2,36,1500.0,20.0,1.0,1.0,1500.0,0.0015,0.08291049320073066,0.17669564327753476,0.1251138107352925,True
154574847,2019-07-01,2019H2,D,D1,36,1500.0,17.97,0.0,1.0,1500.0,0.0015,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
145248195,2018-12-01,2018H2,C,C3,36,1500.0,15.02,0.0,1.0,1500.0,0.0015,0.05439739413680782,0.1315351223444315,0.08910937183023847,False
151946957,2019-05-01,2019H1,B,B5,36,1500.0,13.08,0.0,1.0,1500.0,0.0015,0.04105337825855648,0.10853649514047709,0.07142078085542075,False
152337011,2019-05-01,2019H1,D,D2,36,1500.0,20.0,0.0,1.0,1500.0,0.0015,0.07293381626605203,0.16137271081812876,0.11273131881448656,False
167713836,2020-03-01,2020,C,C2,36,1500.0,15.24,0.0,1.0,1500.0,0.0015,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
167016320,2020-02-01,2020,C,C5,36,1500.0,17.74,0.0,1.0,1500.0,0.0015,0.09438775510204081,0.19382576816378744,0.1391348609798268,False
133746505,2018-05-01,2018H1,D,D5,36,1500.0,21.85,0.0,1.0,1500.0,0.0015,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
154573654,2019-07-01,2019H2,C,C2,36,1450.0,15.24,1.0,1.0,1450.0,0.00145,0.05439739413680782,0.1315351223444315,0.08910937183023847,True
165964183,2020-01-01,2020,D,D2,36,1450.0,20.55,0.0,1.0,1450.0,0.00145,0.06518058690744921,0.14913556660127442,0.10296032776967055,False
158296387,2019-09-01,2019H2,D,D1,36,1450.0,18.62,0.0,1.0,1450.0,0.00145,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
150220181,2019-04-01,2019H1,C,C4,36,1450.0,16.4,0.0,1.0,1450.0,0.00145,0.09438775510204081,0.19382576816378744,0.1391348609798268,False
140967563,2018-09-01,2018H2,C,C4,36,1450.0,16.14,0.0,1.0,1450.0,0.00145,0.07884275618374559,0.17050094073610828,0.12008893923230879,False
163066975,2019-12-01,2019H2,C,C4,36,1425.0,16.95,0.0,1.0,1425.0,0.001425,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
144990730,2018-12-01,2018H2,D,D1,36,1400.0,17.97,0.0,1.0,1400.0,0.0014,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
143293919,2018-11-01,2018H2,D,D4,36,1400.0,20.89,0.0,1.0,1400.0,0.0014,0.06265891754449691,0.14508482483323829,0.09975057582443053,False
150312360,2019-04-01,2019H1,C,C5,36,1400.0,17.19,0.0,1.0,1400.0,0.0014,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
151418540,2019-05-01,2019H1,D,D5,36,1400.0,28.8,0.0,1.0,1400.0,0.0014,0.1445276673800061,1.0,0.5294902170590033,False
137519901,2018-08-01,2018H2,C,C5,36,1400.0,16.91,0.0,1.0,1400.0,0.0014,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
155197147,2019-07-01,2019H2,D,D1,36,1400.0,17.97,0.0,1.0,1400.0,0.0014,0.08078253592103793,0.17346367032946536,0.12248904640483027,False
140960427,2018-09-01,2018H2,D,D3,36,1400.0,19.92,0.0,1.0,1400.0,0.0014,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
156486585,2019-08-01,2019H2,D,D2,36,1400.0,20.0,0.0,1.0,1400.0,0.0014,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
158168548,2019-09-01,2019H2,C,C3,36,1400.0,16.12,0.0,1.0,1400.0,0.0014,0.08220889555222388,0.17563210762345738,0.12424934098427895,False
136902861,2018-07-01,2018H2,E,E5,36,1400.0,27.27,0.0,1.0,1400.0,0.0014,0.12696250162190215,0.939096799372283,0.4924229356095735,False
137385490,2018-07-01,2018H2,D,D1,36,1325.0,17.97,0.0,1.0,1325.0,0.001325,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
153702050,2019-06-01,2019H1,C,C2,36,3000.0,15.24,0.0,0.4230077958945137,1269.0233876835412,0.001269023387683541,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
146255415,2019-01-01,2019H1,E,E5,36,1250.0,27.27,0.0,1.0,1250.0,0.00125,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
162802587,2019-12-01,2019H2,D,D5,36,1200.0,28.8,0.0,1.0,1200.0,0.0012,0.11742424242424243,0.9027114955943645,0.4708035063507974,False
158776308,2019-09-01,2019H2,D,D5,36,1200.0,28.8,0.0,1.0,1200.0,0.0012,0.12696250162190215,0.939096799372283,0.4924229356095735,False
148728064,2019-03-01,2019H1,D,D5,36,1200.0,28.8,0.0,1.0,1200.0,0.0012,0.139161220043573,0.9834552005160588,0.5190935112561916,False
129751891,2018-03-01,2018H1,C,C4,36,1200.0,15.04,0.0,1.0,1200.0,0.0012,0.04105337825855648,0.10853649514047709,0.07142078085542075,False
148747758,2019-03-01,2019H1,C,C3,36,1200.0,15.57,0.0,1.0,1200.0,0.0012,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
129373275,2018-02-01,2018H1,D,D1,36,1200.0,17.47,0.0,1.0,1200.0,0.0012,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
128571106,2018-02-01,2018H1,D,D1,36,1200.0,17.09,1.0,1.0,1200.0,0.0012,0.0993485342019544,0.20108638952112956,0.14513056909558322,True
160221856,2019-10-01,2019H2,D,D5,36,1200.0,28.8,0.0,1.0,1200.0,0.0012,0.17388983774551664,0.9248911975943495,0.5118404496774913,False
156192909,2019-07-01,2019H2,D,D5,36,1200.0,28.8,0.0,1.0,1200.0,0.0012,0.13229678123295147,0.9587797540668972,0.5042141190082271,False
154704863,2019-07-01,2019H2,D,D5,36,1200.0,28.8,0.0,1.0,1200.0,0.0012,0.13229678123295147,0.9587797540668972,0.5042141190082271,False
165985906,2020-02-01,2020,C,C4,36,1200.0,16.95,0.0,1.0,1200.0,0.0012,0.06265891754449691,0.14508482483323829,0.09975057582443053,False
162528420,2019-11-01,2019H2,D,D5,36,1200.0,28.8,0.0,1.0,1200.0,0.0012,0.12696250162190215,0.939096799372283,0.4924229356095735,False
162406873,2019-11-01,2019H2,D,D2,36,1200.0,20.55,0.0,1.0,1200.0,0.0012,0.07884275618374559,0.17050094073610828,0.12008893923230879,False
155861848,2019-07-01,2019H2,D,D4,36,1200.0,25.0,0.0,1.0,1200.0,0.0012,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
153172242,2019-06-01,2019H1,C,C1,36,1200.0,14.3,0.0,1.0,1200.0,0.0012,0.06265891754449691,0.14508482483323829,0.09975057582443053,False
145935771,2019-01-01,2019H1,C,C2,36,1200.0,14.47,0.0,1.0,1200.0,0.0012,0.04951033732317737,0.12329143427002187,0.08271183094925741,False
148673813,2019-03-01,2019H1,D,D5,36,1200.0,28.8,0.0,1.0,1200.0,0.0012,0.1445276673800061,1.0,0.5294902170590033,False
153004772,2019-06-01,2019H1,D,D2,36,1200.0,20.0,0.0,1.0,1200.0,0.0012,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
151166735,2019-05-01,2019H1,B,B4,36,1200.0,12.4,0.0,1.0,1200.0,0.0012,0.04105337825855648,0.10853649514047709,0.07142078085542075,False
145538761,2018-12-01,2018H2,C,C4,36,1200.0,16.14,0.0,1.0,1200.0,0.0012,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
151432552,2019-05-01,2019H1,D,D5,36,1200.0,28.8,0.0,1.0,1200.0,0.0012,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
140230494,2018-09-01,2018H2,D,D4,36,1125.0,20.89,0.0,1.0,1125.0,0.001125,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
144306607,2018-11-01,2018H2,E,E1,36,1100.0,23.4,0.0,1.0,1100.0,0.0011,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
151372310,2019-05-01,2019H1,B,B2,36,1100.0,11.02,0.0,1.0,1100.0,0.0011,0.01947009233239663,0.06646360341581974,0.04061717231993703,False
168701788,2020-04-01,2020,C,C3,36,1000.0,19.12,0.0,1.0,1000.0,0.001,0.07293381626605203,0.16137271081812876,0.11273131881448656,False
128561503,2018-02-01,2018H1,D,D2,36,1000.0,18.06,1.0,1.0,1000.0,0.001,0.08291049320073066,0.17669564327753476,0.1251138107352925,True
126827839,2018-01-01,2018H1,E,E3,36,1000.0,24.85,0.0,1.0,1000.0,0.001,0.1036832164058284,0.8473162306183823,0.4383180728014777,False
126652025,2018-01-01,2018H1,C,C3,36,1000.0,14.08,0.0,1.0,1000.0,0.001,0.06518058690744921,0.14913556660127442,0.10296032776967055,False
126461250,2018-01-01,2018H1,C,C4,36,1000.0,15.05,0.0,1.0,1000.0,0.001,0.05439739413680782,0.1315351223444315,0.08910937183023847,False
149245627,2019-03-01,2019H1,D,D5,36,1000.0,28.8,0.0,1.0,1000.0,0.001,0.17388983774551664,0.9248911975943495,0.5118404496774913,False
164658575,2020-01-01,2020,C,C4,36,1000.0,16.95,0.0,1.0,1000.0,0.001,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
164191748,2020-01-01,2020,D,D2,36,1000.0,20.55,0.0,1.0,1000.0,0.001,0.07293381626605203,0.16137271081812876,0.11273131881448656,False
141981922,2018-10-01,2018H2,D,D3,36,1000.0,19.92,0.0,1.0,1000.0,0.001,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
142970101,2018-11-01,2018H2,B,B5,36,1000.0,12.73,0.0,1.0,1000.0,0.001,0.04105337825855648,0.10853649514047709,0.07142078085542075,False
146674957,2019-01-01,2019H1,D,D4,36,1000.0,20.89,0.0,1.0,1000.0,0.001,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
144913322,2018-12-01,2018H2,E,E5,36,1000.0,27.27,0.0,1.0,1000.0,0.001,0.11742424242424243,0.9027114955943645,0.4708035063507974,False
144651364,2018-12-01,2018H2,C,C5,36,1000.0,16.91,0.0,1.0,1000.0,0.001,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
148699710,2019-03-01,2019H1,C,C5,36,1000.0,17.19,0.0,1.0,1000.0,0.001,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
147645935,2019-03-01,2019H1,E,E1,36,1000.0,23.4,0.0,1.0,1000.0,0.001,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
149155031,2019-03-01,2019H1,D,D5,36,1000.0,28.8,0.0,1.0,1000.0,0.001,0.11742424242424243,0.9027114955943645,0.4708035063507974,False
148756705,2019-03-01,2019H1,C,C1,36,1000.0,13.9,0.0,1.0,1000.0,0.001,0.04951033732317737,0.12329143427002187,0.08271183094925741,False
148217878,2019-03-01,2019H1,F,F3,36,1000.0,30.17,1.0,1.0,1000.0,0.001,0.16884965831435078,1.0,0.5428673120728928,False
148266260,2019-02-01,2019H1,D,D5,36,1000.0,28.8,0.0,1.0,1000.0,0.001,0.139161220043573,0.9834552005160588,0.5190935112561916,False
148321707,2019-03-01,2019H1,E,E3,36,1000.0,28.95,0.0,1.0,1000.0,0.001,0.12696250162190215,0.939096799372283,0.4924229356095735,False
148588666,2019-03-01,2019H1,D,D5,36,1000.0,28.8,0.0,1.0,1000.0,0.001,0.1036832164058284,0.8473162306183823,0.4383180728014777,False
147003351,2019-02-01,2019H1,G,G2,36,1000.0,30.84,0.0,1.0,1000.0,0.001,0.18812104787714545,0.9624918614393722,0.5365879139801475,False
147944552,2019-02-01,2019H1,D,D5,36,1000.0,28.8,0.0,1.0,1000.0,0.001,0.11742424242424243,0.9027114955943645,0.4708035063507974,False
143862358,2018-11-01,2018H2,D,D1,36,1000.0,17.97,0.0,1.0,1000.0,0.001,0.07293381626605203,0.16137271081812876,0.11273131881448656,False
143784342,2018-11-01,2018H2,D,D4,36,1000.0,20.89,0.0,1.0,1000.0,0.001,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
143298636,2018-11-01,2018H2,C,C5,36,1000.0,16.91,0.0,1.0,1000.0,0.001,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
143127376,2018-11-01,2018H2,E,E5,36,1000.0,27.27,0.0,1.0,1000.0,0.001,0.11742424242424243,0.9027114955943645,0.4708035063507974,False
143136725,2018-11-01,2018H2,F,F5,36,1000.0,30.75,0.0,1.0,1000.0,0.001,0.1445276673800061,1.0,0.5294902170590033,False
143029391,2018-11-01,2018H2,C,C5,36,1000.0,16.91,0.0,1.0,1000.0,0.001,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
153076219,2019-06-01,2019H1,C,C2,36,1000.0,14.74,0.0,1.0,1000.0,0.001,0.06384153490395687,0.1469891526061008,0.10125796286992164,False
145190615,2019-01-01,2019H1,E,E2,36,1000.0,24.37,0.0,1.0,1000.0,0.001,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
146047525,2019-01-01,2019H1,E,E4,36,1000.0,26.31,0.0,1.0,1000.0,0.001,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
144038628,2018-11-01,2018H2,E,E2,36,1000.0,24.37,0.0,1.0,1000.0,0.001,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
144136832,2018-11-01,2018H2,C,C3,36,1000.0,15.02,0.0,1.0,1000.0,0.001,0.07884275618374559,0.17050094073610828,0.12008893923230879,False
146058451,2019-01-01,2019H1,F,F4,36,1000.0,30.65,0.0,1.0,1000.0,0.001,0.11742424242424243,0.9027114955943645,0.4708035063507974,False
145857769,2019-01-01,2019H1,F,F5,36,1000.0,30.75,0.0,1.0,1000.0,0.001,0.12957104669806696,0.9487792929607323,0.49821475751626637,False
142037168,2018-10-01,2018H2,E,E5,36,1000.0,27.27,0.0,1.0,1000.0,0.001,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
146311060,2019-01-01,2019H1,C,C5,36,1000.0,16.91,0.0,1.0,1000.0,0.001,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
147134347,2019-02-01,2019H1,D,D2,36,1000.0,18.94,1.0,1.0,1000.0,0.001,0.1036832164058284,0.2073664328116568,0.15034066378845118,True
147001060,2019-02-01,2019H1,G,G2,36,1000.0,30.84,0.0,1.0,1000.0,0.001,0.15631832094446874,1.0,0.5359750765194577,False
136303096,2018-07-01,2018H2,F,F1,36,1000.0,28.72,0.0,1.0,1000.0,0.001,0.1445276673800061,1.0,0.5294902170590033,False
149524724,2019-04-01,2019H1,C,C3,36,1000.0,15.57,1.0,1.0,1000.0,0.001,0.08078253592103793,0.17346367032946536,0.12248904640483027,True
149671038,2019-04-01,2019H1,C,C4,36,1000.0,16.4,0.0,1.0,1000.0,0.001,0.08220889555222388,0.17563210762345738,0.12424934098427895,False
137133894,2018-07-01,2018H2,C,C4,36,1000.0,16.14,0.0,1.0,1000.0,0.001,0.07978075517661389,0.171935604519602,0.12125043738095853,False
137380434,2018-07-01,2018H2,E,E3,36,1000.0,25.34,0.0,1.0,1000.0,0.001,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
137793280,2018-07-01,2018H2,F,F2,36,1000.0,29.69,0.0,1.0,1000.0,0.001,0.1036832164058284,0.8473162306183823,0.4383180728014777,False
137677350,2018-07-01,2018H2,F,F2,36,1000.0,29.69,0.0,1.0,1000.0,0.001,0.1140973630831643,0.8896378382315203,0.4630905768999245,False
145045334,2018-12-01,2018H2,G,G2,36,1000.0,30.84,0.0,1.0,1000.0,0.001,0.18108108108108106,0.9441111128551694,0.5244445953794208,False
151909907,2019-05-01,2019H1,C,C4,36,1000.0,16.4,0.0,1.0,1000.0,0.001,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
136918234,2018-07-01,2018H2,F,F1,36,1000.0,28.72,0.0,1.0,1000.0,0.001,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
152013830,2019-05-01,2019H1,D,D1,36,1000.0,17.97,0.0,1.0,1000.0,0.001,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
136607660,2018-07-01,2018H2,D,D1,36,1000.0,17.97,0.0,1.0,1000.0,0.001,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
136916643,2018-07-01,2018H2,E,E4,36,1000.0,26.31,0.0,1.0,1000.0,0.001,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
145493981,2018-12-01,2018H2,E,E1,36,1000.0,23.4,0.0,1.0,1000.0,0.001,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
136288831,2018-07-01,2018H2,D,D4,36,1000.0,20.89,0.0,1.0,1000.0,0.001,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
136969540,2018-08-01,2018H2,C,C4,36,1000.0,16.14,0.0,1.0,1000.0,0.001,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
138239745,2018-08-01,2018H2,C,C1,36,1000.0,13.56,0.0,1.0,1000.0,0.001,0.04951033732317737,0.12329143427002187,0.08271183094925741,False
151192738,2019-05-01,2019H1,C,C3,36,1000.0,15.57,0.0,1.0,1000.0,0.001,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
150773698,2019-04-01,2019H1,C,C5,36,1000.0,17.19,0.0,1.0,1000.0,0.001,0.07884275618374559,0.17050094073610828,0.12008893923230879,False
150003863,2019-04-01,2019H1,D,D5,36,1000.0,28.8,1.0,1.0,1000.0,0.001,0.11742424242424243,0.9027114955943645,0.4708035063507974,True
158549707,2019-09-01,2019H2,D,D2,36,1000.0,20.55,0.0,1.0,1000.0,0.001,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
140861718,2018-09-01,2018H2,D,D1,36,1000.0,17.97,0.0,1.0,1000.0,0.001,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
139352309,2018-08-01,2018H2,G,G1,36,1000.0,30.79,0.0,1.0,1000.0,0.001,0.15631832094446874,1.0,0.5359750765194577,False
156707196,2019-08-01,2019H2,D,D3,36,1000.0,23.05,0.0,1.0,1000.0,0.001,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
139458494,2018-08-01,2018H2,D,D4,36,1000.0,20.89,0.0,1.0,1000.0,0.001,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
157058382,2019-08-01,2019H2,D,D5,36,1000.0,28.8,1.0,1.0,1000.0,0.001,0.17388983774551664,0.9248911975943495,0.5118404496774913,True
157178129,2019-08-01,2019H2,C,C3,36,1000.0,16.12,0.0,1.0,1000.0,0.001,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
156823754,2019-08-01,2019H2,D,D2,36,1000.0,20.55,0.0,1.0,1000.0,0.001,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
140101535,2018-09-01,2018H2,F,F2,36,1000.0,29.69,1.0,1.0,1000.0,0.001,0.18108108108108106,0.9441111128551694,0.5244445953794208,True
150176787,2019-04-01,2019H1,D,D2,36,1000.0,20.0,0.0,1.0,1000.0,0.001,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
139107896,2018-08-01,2018H2,D,D2,36,1000.0,18.94,0.0,1.0,1000.0,0.001,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
138754571,2018-08-01,2018H2,D,D2,36,1000.0,18.94,0.0,1.0,1000.0,0.001,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
133758318,2018-05-01,2018H1,F,F2,36,1000.0,29.69,0.0,1.0,1000.0,0.001,0.15631832094446874,1.0,0.5359750765194577,False
163964785,2019-12-01,2019H2,D,D3,36,1000.0,23.05,0.0,1.0,1000.0,0.001,0.08424953429157953,0.17871994311700576,0.12676121826302134,False
155156578,2019-07-01,2019H2,C,C5,36,1000.0,17.74,0.0,1.0,1000.0,0.001,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
155539228,2019-07-01,2019H2,C,C4,36,1000.0,16.95,0.0,1.0,1000.0,0.001,0.07293381626605203,0.16137271081812876,0.11273131881448656,False
155252343,2019-07-01,2019H2,D,D2,36,1000.0,20.0,0.0,1.0,1000.0,0.001,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
135530216,2018-06-01,2018H1,D,D2,36,1000.0,18.45,1.0,1.0,1000.0,0.001,0.0993485342019544,0.20108638952112956,0.14513056909558322,True
141017853,2018-09-01,2018H2,E,E2,36,1000.0,24.37,0.0,1.0,1000.0,0.001,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
132826039,2018-05-01,2018H1,C,C3,36,1000.0,14.07,0.0,1.0,1000.0,0.001,0.06518058690744921,0.14913556660127442,0.10296032776967055,False
161131808,2019-11-01,2019H2,C,C5,36,1000.0,17.74,0.0,1.0,1000.0,0.001,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
162083390,2019-11-01,2019H2,C,C5,36,1000.0,17.74,0.0,1.0,1000.0,0.001,0.07884275618374559,0.17050094073610828,0.12008893923230879,False
161966234,2019-11-01,2019H2,C,C5,36,1000.0,17.74,0.0,1.0,1000.0,0.001,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
162605401,2019-12-01,2019H2,D,D5,36,1000.0,28.8,0.0,1.0,1000.0,0.001,0.1445276673800061,1.0,0.5294902170590033,False
162228701,2019-11-01,2019H2,C,C5,36,1000.0,17.74,1.0,1.0,1000.0,0.001,0.08220889555222388,0.17563210762345738,0.12424934098427895,True
135047911,2018-06-01,2018H1,C,C5,36,1000.0,16.46,0.0,1.0,1000.0,0.001,0.0993485342019544,0.20108638952112956,0.14513056909558322,False
135723306,2018-06-01,2018H1,D,D2,36,1000.0,18.45,0.0,1.0,1000.0,0.001,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
135935802,2018-06-01,2018H1,D,D4,36,1000.0,20.39,0.0,1.0,1000.0,0.001,0.1036832164058284,0.2073664328116568,0.15034066378845118,False
134420497,2018-05-01,2018H1,C,C2,36,1000.0,14.03,0.0,1.0,1000.0,0.001,0.06265891754449691,0.14508482483323829,0.09975057582443053,False
166121358,2020-02-01,2020,C,C3,36,1000.0,16.12,0.0,1.0,1000.0,0.001,0.07884275618374559,0.17050094073610828,0.12008893923230879,False
167046951,2020-02-01,2020,C,C4,36,1000.0,16.95,0.0,1.0,1000.0,0.001,0.08291049320073066,0.17669564327753476,0.1251138107352925,False
169358871,2020-07-01,2020,C,C2,36,1000.0,18.24,0.0,1.0,1000.0,0.001,0.0855479247536578,0.18067599362922637,0.12835555574766366,False
158134008,2019-09-01,2019H2,D,D5,60,30000.0,28.8,0.0,0.018532553735548626,555.9766120664588,0.0005559766120664587,0.17388983774551664,0.9248911975943495,0.5118404496774913,False
